timebin,ID,Tweet,sentscor,sentpol
2020-01-08 04:40:00,1214769045469196288,I registered to vote online in California at https://t.co/7vY9Y90DNs  #VoteCalifornia.    I was previously register… https://t.co/QqBB42n4yt,-0.16666666666666666,neg
2020-01-08 04:40:00,1214768942868131840,the game getting younger and this dream getting older,-0.07777777777777779,neg
2020-01-08 04:40:00,1214768848554979328,only got a few homies cause the rest are filthy,-0.3333333333333333,neg
2020-01-08 04:40:00,1214768812148396033,What your guys best vacation within the States?,1.0,pos
2020-01-08 04:40:00,1214768785602699265,Craving some hot Cheetos con limon 😭💕,0.25,pos
2020-01-08 04:40:00,1214768736378376192,ima cut who ever off that be tryna leech,0.0,neu
2020-01-08 04:40:00,1214768703000080385,this the kinda shit i wanna see. https://t.co/Rfo8v2CSjJ,-0.2,neg
2020-01-08 04:35:00,1214768381968052224,i’d go to hell and back for you,0.0,neu
2020-01-08 04:35:00,1214768327580508168,"Gone all the time, even the important times.",0.4,pos
2020-01-08 04:35:00,1214768238921256961,"@primesuspect @rjboccomino Or watch Robin Williams as Aladdin 
#howboutalittlemorebaklava",0.0,neu
2020-01-08 04:35:00,1214768162001977345,Cannot wait for this day🥺❤️ https://t.co/dL9J5P7piX,0.0,neu
2020-01-08 04:35:00,1214768149498695682,@NORKALGOLLO I was a big Jeff Garcia fan. You can do a lot worse than Jeff Garcia,-0.2,neg
2020-01-08 04:35:00,1214768125427585024,"@SoCalValleyGal As for the loophole of baby born in US automatically got US citizenship, which qualify them for ben… https://t.co/QOENOHVEDL",0.0,neu
2020-01-08 04:35:00,1214768088383492097,Goat https://t.co/0aLhPiWsOS,0.0,neu
2020-01-08 04:35:00,1214767980304728069,When your therapist breaks up with you because you can't keep a regular schedule. #businesstravelproblems,0.0,neu
2020-01-08 04:35:00,1214767937351028736,That new Justin Bieber song ain’t it...,0.13636363636363635,pos
2020-01-08 04:35:00,1214767885714804736,@SAWCEofficial silver cross,0.0,neu
2020-01-08 04:35:00,1214767835919966208,@delielerzzz thank you,0.0,neu
2020-01-08 04:35:00,1214767712380997633,@H0ldenM0rrissey @A24 It’s on Netflix.,0.0,neu
2020-01-08 04:35:00,1214767532663427073,the anemic struggle https://t.co/LpnLJtCcaP,0.0,neu
2020-01-08 04:30:00,1214767181767905280,@caurlaus ur a wizard,0.0,neu
2020-01-08 04:30:00,1214766761226076160,Im laying in bed and my dad walks into my room randomly and goes back out and says “No vas a salir a una fiesta hor… https://t.co/Ruz5hBcoip,-0.25,neg
2020-01-08 04:30:00,1214766451707400192,Varsity basketball end of 3 SF 34 BCP 37,0.0,neu
2020-01-08 04:30:00,1214766406983532544,You taught a lesson to me that I had to learn,0.0,neu
2020-01-08 04:30:00,1214766204163805185,@KirkSeriousFace Don't do it man. Us warriors fans liked it a lot at first too... But if Dallas wins with Luka play… https://t.co/AfzH7w5xP5,0.3833333333333333,pos
2020-01-08 04:25:00,1214766150451466240,The amount of times I went back to this spot in the past few weeks to shoot LOL https://t.co/TL0iRw8uKc,0.08750000000000001,pos
2020-01-08 04:25:00,1214766082046619648,they never notice that they need you till you finally leave,0.0,neu
2020-01-08 04:25:00,1214766021963182080,Happy birthday to my moms,0.8,pos
2020-01-08 04:25:00,1214765925406138368,"@gallopingael Happy Birthday, E!",0.8,pos
2020-01-08 04:25:00,1214765852743962626,Im gonna drive to Walmart &amp; buy weights tho lolol,0.8,pos
2020-01-08 04:25:00,1214765647617380353,True that! https://t.co/P8swbhNJN2,0.35,pos
2020-01-08 04:25:00,1214765491417255936,No dairy 2020.,0.0,neu
2020-01-08 04:25:00,1214765330410565632,I weird tic I have is that everytime mentions Oliver North i get a big smile on my face because there is an Oliver… https://t.co/fQNJ4F5tOH,-0.06666666666666667,neg
2020-01-08 04:25:00,1214765323930353664,Just purchased a new Quip electric toothbrush. Now I’m even more exited to brush my teeth !! 😁,0.3181818181818182,pos
2020-01-08 04:25:00,1214765298500296704,i lost the rest of my weed im so mad,-0.625,neg
2020-01-08 04:25:00,1214765268955623425,if you’re reading this go endorse me on linkedin 😚 https://t.co/6PI8WSElCr,0.0,neu
2020-01-08 04:25:00,1214765211904696320,"nobody facing jail time, but still locked up in your mind",-0.1,neg
2020-01-08 04:25:00,1214765154971181056,"who trynna work out w me 
(You’ll be the one punching tho) https://t.co/arkDKV0e5o",0.0,neu
2020-01-08 04:25:00,1214765038541524992,Sorry For the Get Off https://t.co/PtcQWJC6i6,-0.5,neg
2020-01-08 04:25:00,1214764984384679936,Alright. I’m gonna save gas &amp; work out at home today. .,0.0,neu
2020-01-08 04:20:00,1214764898476888066,@SCCDP I haven't made any statement about my opinion on what's going on. You're making value statements about what'… https://t.co/Bws0xygRIP,0.0,neu
2020-01-08 04:20:00,1214764896023277568,"Seriously, I’m gonna take my fat ass to the gym starting tomorrow morning 🥵",-0.16666666666666666,neg
2020-01-08 04:20:00,1214764626753118209,"@Outsideness I have like a thousand dollars worth of Gnosticism books in my house, please don’t tell me they’re useless",-0.1,neg
2020-01-08 04:20:00,1214764561657556993,A year ago tomorrow is when I found out I hadn’t kidney stone😖 I literally haven’t drank alcohol the same since then lmao,0.3,pos
2020-01-08 04:20:00,1214764433156632576,@jzarce @cheeeelise lmfao https://t.co/T4vNiuU4T8,0.0,neu
2020-01-08 04:20:00,1214764301262585856,need to watch uncut gems &amp; 1917 this week,-0.5,neg
2020-01-08 04:20:00,1214764145825857537,U.S really isn't playing https://t.co/DpmWyG9EMy,0.2,pos
2020-01-08 04:20:00,1214764085889269760,now i cannot stress this ENOUGH i fucking LOVE the raving community 😂😂😂 https://t.co/W2RShIM6fw,0.25,pos
2020-01-08 04:20:00,1214764024354635778,@JordynWindom Wholesome my ass,0.0,neu
2020-01-08 04:20:00,1214764005400559616,Bobby portis is a dirty player,-0.6,neg
2020-01-08 04:20:00,1214763811657248769,👇🏽What he said 👇🏽 https://t.co/mow0Rn3juZ,0.0,neu
2020-01-08 04:20:00,1214763714324221952,@MikeSportsLA Ok boomer,0.5,pos
2020-01-08 04:20:00,1214763689309421568,@YahooSports @YahooSportsNBA And you wonder why NBA ratings are down smh...,-0.15555555555555559,neg
2020-01-08 04:20:00,1214763681805815808,we drug addicts over here https://t.co/JZYS6z08Wb,0.0,neu
2020-01-08 04:15:00,1214763633453830149,Goodnight Faithful Family and Friends https://t.co/3bGz6rbx15,0.0,neu
2020-01-08 04:15:00,1214763589124292608,Another drug test lol https://t.co/CTebXaXtO4,0.8,pos
2020-01-08 04:15:00,1214763536095690753,@Oklandraida84 Hobbs &amp; shaw.,0.0,neu
2020-01-08 04:15:00,1214763483893338112,@ChiZWorkshop @BoxingMarco SO GOOD,0.7,pos
2020-01-08 04:15:00,1214763280993943552,"@JaneLytv Have you looked into this?

https://t.co/65RClGYPTw",0.0,neu
2020-01-08 04:15:00,1214763243983396865,"@RepLizCheney Huh, it’s almost like some other Cheney has bullshitted us into multi-trillion dollar wars... hmm, I… https://t.co/PCnSsSGnzs",-0.125,neg
2020-01-08 04:15:00,1214763031529312257,@G__Aguilar Lemme sell ur Dak Better gold necklace,0.5,pos
2020-01-08 04:15:00,1214762808274907138,Please be safe everyone !! https://t.co/9r1VDXHpbT,0.5,pos
2020-01-08 04:15:00,1214762808274907138,Please be safe everyone !! https://t.co/9r1VDXHpbT,0.5,pos
2020-01-08 04:15:00,1214762808274907138,Please be safe everyone !! https://t.co/9r1VDXHpbT,0.5,pos
2020-01-08 04:15:00,1214762663839842304,@Xfinity HURRY WITH THE OUTAGE IM DYING HERE WITH NO WIFI,0.0,neu
2020-01-08 04:15:00,1214762649231081478,"As someone who watched Martin and the Fresh Prince every week, it was like they made this movie for me.",0.3,pos
2020-01-08 04:15:00,1214762592364711936,same pooh https://t.co/gv1cOtq7sy,0.0,neu
2020-01-08 04:15:00,1214762563554164736,"C E O of grocery shopping @ San Jose, California https://t.co/PJLRnRM7Qd",0.0,neu
2020-01-08 04:15:00,1214762541278101504,Im gone off the patron wasshannin,0.0,neu
2020-01-08 04:15:00,1214762530964484097,"Bruh, why Suns gonna choke like that.",0.0,neu
2020-01-08 04:15:00,1214762496860422145,Pure has some good artists that perform there but MY WACK ASS HOES AINT EVER DOWN TO DO SHITTTTTTT,0.2529100529100529,pos
2020-01-08 04:15:00,1214762449552855041,Time for the #BadBoys rewatch with #BadBoysForLife coming out in 10 days. https://t.co/5JCaTh9LUE,0.0,neu
2020-01-08 04:15:00,1214762427067191297,we need more people like @willyw0nks 🥺,0.5,pos
2020-01-08 04:10:00,1214762399120519168,@fonsyt11 that sucks 🤣,-0.3,neg
2020-01-08 04:10:00,1214762256627466240,@Jocybboxing Did you walk past a mirror 💕,-0.25,neg
2020-01-08 04:10:00,1214762171298545666,Thank you for putting this on my TL https://t.co/bvkphzwW9i,0.0,neu
2020-01-08 04:10:00,1214762154819108865,@BrandonSichling @hssv Thank you!! I glimpsed her for the first time yesterday and couldn’t stop thinking about her.,0.25,pos
2020-01-08 04:10:00,1214762070186422279,See you in a few weeks brotha 😤💪🏻✈️ https://t.co/HsjryQuSkX,-0.2,neg
2020-01-08 04:10:00,1214761898513534977,Sound FX FTW 😌 https://t.co/QtyEaocV1H,0.4,pos
2020-01-08 04:10:00,1214761750224130048,I am working on merge most of my websites into one social network called “Geekgasm.” Some of my sites will remain i… https://t.co/LA75GvAuZx,0.26666666666666666,pos
2020-01-08 04:10:00,1214761673954742272,It’s crunch time. #WorthTheWeight,0.0,neu
2020-01-08 04:10:00,1214761500797095936,"@tvaziri I dunno: wasn't de-wrinkling Pacino, De Niro, and Yoda similarly difficult? 🙃",-0.5,neg
2020-01-08 04:10:00,1214761479716524032,@ryanhealy Good lord.,0.7,pos
2020-01-08 04:10:00,1214761330403446787,@DaveDutra @TheRitzSJ @StephanBonnar @officialUGWA Love that poster. Going to do our best to be there.,0.75,pos
2020-01-08 04:10:00,1214761157199663104,@OriginalBayArea (I still think they should extend Laureano instead. Chapmans gonna be on the downswing by the time he's a FA),0.0,neu
2020-01-08 04:05:00,1214760913359626241,@420blazeitclara Fr! Like I’m at the age where I should/can do what I want or feel!,0.0,neu
2020-01-08 04:05:00,1214760830815756288,@loitessa @gabbieee_c UM HELLO QUITE DOWN!!! 😤😤,-0.15555555555555559,neg
2020-01-08 04:05:00,1214760685034328065,@OriginalBayArea You'll probably have to wait for him to be in the country and for his off-season rave tour to end.… https://t.co/YM1I6daqN2,0.0,neu
2020-01-08 04:05:00,1214760510903599105,"@HiWoebot, a therapy chat bot, told my girlfriend that her name is spelled wrong.

Imagine the developer who decide… https://t.co/YxsgvxEakx",-0.5,neg
2020-01-08 04:05:00,1214760488556326913,"First kickboxing class today, it was great! 🥊",0.525,pos
2020-01-08 04:05:00,1214760457862447105,Zendaya ghost wrote this tweet. https://t.co/nR1h6kqi9t,0.0,neu
2020-01-08 04:05:00,1214760249229332480,https://t.co/HPOBmbfArP - #garlicvinegar super good for you!,0.5166666666666666,pos
2020-01-08 04:05:00,1214760237900546048,@ScottxCreek @loveecorinna Aye anxiety gang🤪,0.0,neu
2020-01-08 04:05:00,1214759954470432771,Damn it’s been a bad start to this decade. https://t.co/TXmjUQ07SD,-0.6999999999999998,neg
2020-01-08 04:05:00,1214759930357407744,@argumentchamp @zizekthottie I think that was meant as a pro,0.0,neu
2020-01-08 04:00:00,1214759855182905344,mood https://t.co/V4gqUtWGo7,0.0,neu
2020-01-08 04:00:00,1214759806369587200,Wtf @kylekuzma  is now blonde? Bro what is you doing,-0.25,neg
2020-01-08 04:00:00,1214759780985606145,@jasmined @hssv I will! ❤️✨,0.0,neu
2020-01-08 04:00:00,1214759721976127488,@jillyphant_ @switums @bernardokath @kcmbpr Cute😀,0.5,pos
2020-01-08 04:00:00,1214759158798413824,@SunnyvaleSD @CUERockStar @svmimac Thank you 😊,0.0,neu
2020-01-08 04:00:00,1214759125667610625,Worst part of #JEOPARDYGOAT is having to watch 30 seconds of wheel of fortune right before it.,-0.35714285714285715,neg
2020-01-08 04:00:00,1214759064405561344,"@Jeff_Facun Agreed! Ideal situation, sharks get a first rounder back for the lottery pick we lost this draft year",0.3833333333333333,pos
2020-01-08 04:00:00,1214759051914924032,Honestly it was all set up for him https://t.co/bllvCUf3X1,0.6,pos
2020-01-08 04:00:00,1214758840664674304,@fimbres_jose18 Me either,0.0,neu
2020-01-08 04:00:00,1214758801129127936,"Meet Freyja, my new girl. 💖 Adopted today from @hssv. https://t.co/D255EiYh82",0.13636363636363635,pos
2020-01-08 04:00:00,1214758721143705601,Who served the onions @MLBNetwork? https://t.co/3bT5EsRZzb,0.0,neu
2020-01-08 03:55:00,1214758558861914112,This guy always has me dead😂 https://t.co/qb9qcl602S,-0.2,neg
2020-01-08 03:55:00,1214758267651424256,"Anticipating fun data for one Chapman, Matt https://t.co/3YDInhjEaD",0.3,pos
2020-01-08 03:55:00,1214757835126362112,All me all me all me,0.0,neu
2020-01-08 03:55:00,1214757751542337536,@HotStoveintel Health permitting how do you see Murphy for the A's and  Heim or Allen for backup?,0.0,neu
2020-01-08 03:55:00,1214757454048718848,"@lpavss Oops, my bad https://t.co/FXZQPNjBTj",-0.6999999999999998,neg
2020-01-08 03:50:00,1214757358758268930,my car shit itself today so here u go https://t.co/A5gRrsb9g2,-0.2,neg
2020-01-08 03:50:00,1214757291955589122,Y’all would rather chase attention then a bag smh,0.0,neu
2020-01-08 03:50:00,1214757238159527937,Blood on my had ima need hot agua,0.25,pos
2020-01-08 03:50:00,1214757081657462784,@thehill what did you expect https://t.co/RWnnPWS6br,0.0,neu
2020-01-08 03:50:00,1214756866384777218,@yevguineapig Wait can I have a Galarian Corsola pls? 😭🙏🏽,0.0,neu
2020-01-08 03:50:00,1214756797522706432,"@Jeff_Facun We’ve always done the on the fly stuff 
Maybe it’s time for an old fashioned rebuild",0.45,pos
2020-01-08 03:50:00,1214756796390240256,Attempting to make Mexican rice using brown rice. Wish me luck 😬,0.0,neu
2020-01-08 03:50:00,1214756787980627968,@enosarris Dude was such a victim of some CF camera angles this year lol https://t.co/1L3u1RsDbW,0.2416666666666667,pos
2020-01-08 03:50:00,1214756732200636416,@gregheo Hah! I did in fact tweet this before your email 🤗,0.0,neu
2020-01-08 03:50:00,1214756565426688005,I have no job #delete https://t.co/5UfAujzTEG,0.0,neu
2020-01-08 03:50:00,1214756557008695296,Sorority houses are literal cults... change my mind,0.0,neu
2020-01-08 03:50:00,1214756245145415681,@420blazeitclara AMEN,0.0,neu
2020-01-08 03:50:00,1214756209149923328,All those loud ass moaning videos always got me fucked up at work🙆🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️,-0.25,neg
2020-01-08 03:50:00,1214756203336626177,Lmfaoo https://t.co/ISo6vVGdBr,0.0,neu
2020-01-08 03:45:00,1214756069106339840,Varsity boys basketball after 1 SF 9 BCP 15,0.0,neu
2020-01-08 03:45:00,1214755970049433600,@cristalcastell Tryna really make me feel so bad smh,-0.24999999999999992,neg
2020-01-08 03:45:00,1214755959748190210,Sucks I won’t make it 😢. But go check out my 3 amigos in action! 🥳 https://t.co/JmVZP8oOB2,-0.09999999999999999,neg
2020-01-08 03:45:00,1214755936398561280,@lpavss You might want to lend your services and help design a better logo 😂,0.5,pos
2020-01-08 03:45:00,1214755860032843776,I want a girl who’s been hurt before so I can show her that’s it’s still real niggahs like me out here that’s going… https://t.co/3vMDcnL62V,0.2,pos
2020-01-08 03:45:00,1214755819792633856,@miishell__ Same. 😒,0.0,neu
2020-01-08 03:45:00,1214755818882551808,Lebron and AD got both of their continuation called off. Lou Williams somehow gets every call though,0.0,neu
2020-01-08 03:45:00,1214755766092984320,@8leggedbaby Actually yes this is correct,0.0,neu
2020-01-08 03:45:00,1214755699302862849,@cristalcastell Ur so annoying 😭😭😭😭,-0.8,neg
2020-01-08 03:45:00,1214755665123532801,I got texts that will end some relationships 🤣 or not cuz you know bitches b dumb. ✌️😂,-0.375,neg
2020-01-08 03:45:00,1214755601324003328,My nephew feel me https://t.co/DO9Fy2rZ2q,0.0,neu
2020-01-08 03:45:00,1214754957330509825,“You know how rich my ass is? I have so many assets”,0.4375,pos
2020-01-08 03:45:00,1214754882541850626,@997now @Harry_Styles Can you please play #NoGood by @AllyBrooke? https://t.co/noaq5PqzRa,0.0,neu
2020-01-08 03:40:00,1214754808646660096,@JazLail Ok. Let's go get wings soon,0.5,pos
2020-01-08 03:40:00,1214754787230502913,"@Jeff_Facun Oh definitely 
Looks like it’ll be a long recovery 
No hope for the season after that",-0.025,neg
2020-01-08 03:40:00,1214754581239853057,Just okay is not okay . You feel me ??,0.125,pos
2020-01-08 03:40:00,1214754544011268096,If you havent lost faith in humanity yet... sell something online,0.0,neu
2020-01-08 03:40:00,1214754305720238080,@JazLail Wingstop doesn't close until midnight. You have time,0.0,neu
2020-01-08 03:40:00,1214754285650448387,@Rosie35509918 @GSmitty2016 @Amy_Siskind @realDonaldTrump @jdawsey1 So since u served we are all wrong ....🤡.  I do… https://t.co/VFCffJuhMq,-0.5,neg
2020-01-08 03:40:00,1214754173540941824,"@queentrashcan this take is... not it fam

Especially needing to air negativity on social media for the artists to see",0.016666666666666666,pos
2020-01-08 03:40:00,1214753899099250688,"@jenpiacenti Delta made up a level for me. Azure. 

Azure Status. 

And remember, it’s mullet season once our NFL slate is over.",0.0,neu
2020-01-08 03:40:00,1214753889469100032,@Jeff_Facun Clearly not watching the same team I am lol,0.25,pos
2020-01-08 03:40:00,1214753809332727808,LOVINA...😂😂 https://t.co/uI820wLyI3,0.0,neu
2020-01-08 03:40:00,1214753805603966976,@SonsofJohnnieLe @Mark_T_Willard @baseballmarty If Farhan signs Puig.... https://t.co/M1KvxKE1uW,0.0,neu
2020-01-08 03:35:00,1214753547738157056,Just witnessed two old guys in towels fight in the locker room over Iran 😎,0.1,pos
2020-01-08 03:35:00,1214753530067607553,lmao gotta take advantage https://t.co/BUgOO1RpzL,0.6,pos
2020-01-08 03:35:00,1214753501948993537,Wingstop gave me 13 wings instead of 10. I love being Latinx,0.5,pos
2020-01-08 03:35:00,1214753387964559360,@JazLail Let's get wings,0.0,neu
2020-01-08 03:35:00,1214753384621694976,To whoever said I should go to GTG I love you ❤️,0.5,pos
2020-01-08 03:35:00,1214753371925516289,@Jeff_Facun There’s still fans with hope and I’m just like HOW?! https://t.co/pldWOhMkzm,0.0,neu
2020-01-08 03:35:00,1214753238047526912,@adrianx408 Fuck it,-0.4,neg
2020-01-08 03:35:00,1214752954248396802,The Universe really does have my back 😎,0.1,pos
2020-01-08 03:35:00,1214752938834292737,"@realDonaldTrump @realDonaldTrump This is not a reality show,  stop playing with people’s lives .....",0.0,neu
2020-01-08 03:35:00,1214752868600700929,"My daughter: you know what's a rip off?
Fake Farts!
Me:😳",-0.5,neg
2020-01-08 03:35:00,1214752851240468481,Before You Judge Someone - WATCH THIS | by Jay Shetty https://t.co/8dqz86Vlf2 via @YouTube,0.0,neu
2020-01-08 03:35:00,1214752682562347010,@RiskyQuiznesssj’s Marvel Movie Trivia Night @ Britannia Arms w/@indian_sass https://t.co/kOnKm3ZvUu,0.0,neu
2020-01-08 03:35:00,1214752662266073088,@space_gypsyyy Lmfaoooo offset wylin 😭,0.0,neu
2020-01-08 03:35:00,1214752604254695426,This is @honeynutchloeos https://t.co/1MtDcL3i46,0.0,neu
2020-01-08 03:35:00,1214752604254695426,This is @honeynutchloeos https://t.co/1MtDcL3i46,0.0,neu
2020-01-08 03:35:00,1214752593567567872,No but imma buy candy for cheap the next day https://t.co/azbpPpPana,0.2,pos
2020-01-08 03:35:00,1214752558989770752,"I like these groups but reminder that if you're not going into this with a ""whom can I open the door for"" mindset,… https://t.co/KDCIrTWaCo",0.0,neu
2020-01-08 03:35:00,1214752451556859904,"Fact. Any dirtbag tweet, I was automatically hacked. https://t.co/W3kxuheWtN",0.0,neu
2020-01-08 03:35:00,1214752390231969794,"My eyebrow lady handed me tissue after she brutally murdered my brows. Sheesh, thanks. Much appreciated. 😂",-0.15833333333333335,neg
2020-01-08 03:30:00,1214752202679447552,This nigga hadda tag me to make sure i saw this mediocre tweet https://t.co/QZih9Xvz5j,0.0,neu
2020-01-08 03:30:00,1214752139769081856,"ever just binge star wars and kingdom hearts to distract from the sense of impending doom and hopelessness?

yeah me too",0.0,neu
2020-01-08 03:30:00,1214752087822589955,Should I get GTG 🍕,0.0,neu
2020-01-08 03:30:00,1214751995707310081,My ankle keeps snapping lmaooo,0.0,neu
2020-01-08 03:30:00,1214751991739514882,@ShockaWalka85 😂 so true! didn't even think ahead. lol.,0.575,pos
2020-01-08 03:30:00,1214751983237656577,@J_Hern115 @MillerStream There’s not even an official language in the U.S. so you can shove that prerequisite up your ass,0.0,neu
2020-01-08 03:30:00,1214751965877420032,@CaleGuidry you fucker😂😂😂😂😂,0.0,neu
2020-01-08 03:30:00,1214751925863796739,Gosh if we could only get another penalty against us and go shorthanded again we could maybe tie up this game in the last minute #SJSharks,-0.13333333333333333,neg
2020-01-08 03:30:00,1214751745730985985,@aevitunes i sure hope so,0.5,pos
2020-01-08 03:30:00,1214751641372545025,@elenafortunee @LankyBallerina Im da monsta baby!!!!,0.0,neu
2020-01-08 03:30:00,1214751633608859648,Stop running from the bet https://t.co/vol4EbNVLF,0.0,neu
2020-01-08 03:30:00,1214751628022054918,iced matcha latte 🌚🍵 📸: photobinh https://t.co/0QDiz9MYCC,0.0,neu
2020-01-08 03:30:00,1214751461516562433,@LankyBallerina Goblin Ghoul And A Zombie Wif No Conscious!!!!,-0.05,neg
2020-01-08 03:30:00,1214751379115270144,@lovsicfrs Bruhhh lol,0.8,pos
2020-01-08 03:30:00,1214751338371772418,Fuck yesssssss way to fight for it!!!! #SJSharks,-0.4,neg
2020-01-08 03:30:00,1214751312656527360,Really happy and ecstatic but gotta remember to stay humble 😌,0.30000000000000004,pos
2020-01-08 03:30:00,1214751231551270913,"Stop being a lil pussy and original bet , im wholesome iont do clubs https://t.co/UykwUqGKDj",0.375,pos
2020-01-08 03:30:00,1214751077435764736,San Jose! What’s good? https://t.co/l9zfIi6Pod,0.7,pos
2020-01-08 03:25:00,1214751028999946241,@shmokeyshhmokes Lmaoooo my fault my fault,0.0,neu
2020-01-08 03:25:00,1214750869708689409,@TomasHertl48 being hella bay https://t.co/n5oQyMXYYd,0.0,neu
2020-01-08 03:25:00,1214750848560975872,#beanoutsider#turfmutttuesday https://t.co/jBRUOSir3b,0.0,neu
2020-01-08 03:25:00,1214750773172523008,“All is well” https://t.co/zP6j7uyZUp,0.0,neu
2020-01-08 03:25:00,1214750725902753792,If this isn’t Ben and my future https://t.co/HSsuhlTunw,0.0,neu
2020-01-08 03:25:00,1214750613893828608,"smoke sesh while i walk my dog? fuck it, why not?",-0.4,neg
2020-01-08 03:25:00,1214750549628743680,My Twitter is a deadass give away that I’m a Kpop fan...thank God my bosses don’t use this app lol https://t.co/owUokqPjLL,0.8,pos
2020-01-08 03:25:00,1214750355491188737,@Jhickness9 Dying at them rn 😂,0.0,neu
2020-01-08 03:25:00,1214750210926080000,"Bad accident on capitol and snell intersection, grey mustang, damn",-0.37499999999999994,neg
2020-01-08 03:25:00,1214749997331181569,"@trizzyebaby He not gone do it, he know his place",0.0,neu
2020-01-08 03:25:00,1214749830871830528,I cannot say bye to you as easily as you said hello to me,0.43333333333333335,pos
2020-01-08 03:20:00,1214749726353936384,@JRobs408 us at Burke’s in a few weeks https://t.co/su8avB2REA,-0.2,neg
2020-01-08 03:20:00,1214749599815979013,Don’t show this to @usahockey 😳 #ADM #SmallAreaGames https://t.co/tQP4NVUuvv,0.0,neu
2020-01-08 03:20:00,1214749570162253824,@Gift1stclass Bruh it’s balls on there .... and a lifelike hole idk idk idk,0.3,pos
2020-01-08 03:20:00,1214749484422328320,---&gt; I cannot begin to describe how blessed we are to have an amazing #parents ... Seeing true love through you bot… https://t.co/2yZVKKCxRc,0.4833333333333334,pos
2020-01-08 03:20:00,1214749474657980416,I don’t give a shit if AI takes our jobs I just wanna be able to find specific memes on my camera roll with ease,0.09999999999999999,pos
2020-01-08 03:20:00,1214749435021778946,$500 and whoever makes the best song in 30 mins wins https://t.co/ATJ2FU54dE,0.65,pos
2020-01-08 03:20:00,1214749432446509056,"Congratulations,  @thomassanchez !! https://t.co/tVQ6QzZQlH",0.0,neu
2020-01-08 03:20:00,1214749404285956097,the most annoying thing ever 🤧 especially when I said I was on my way already https://t.co/hqeQHI7uD8,-0.10000000000000002,neg
2020-01-08 03:20:00,1214749383968751621,All is well? Wtf,-0.5,neg
2020-01-08 03:20:00,1214749014882545670,@Gift1stclass Nigga ..... what,0.0,neu
2020-01-08 03:20:00,1214748987703451648,Being a sharks fan makes you depressed and taking endless shots 😔,-0.125,neg
2020-01-08 03:20:00,1214748780647444482,@lifted_barber Lmao moooood!! I’m ok haha,0.43333333333333335,pos
2020-01-08 03:20:00,1214748689081630720,@Dutch_SharksFan A couple of the young guys looked like some good potential but none of the were franchise changers… https://t.co/dBbE6jmDoz,0.26666666666666666,pos
2020-01-08 03:15:00,1214748531635830784,@DontBeSaad20 Free? https://t.co/hgRNZblO6m,0.4,pos
2020-01-08 03:15:00,1214748339113095168,"@KKurzNHL If Coutre is unable to go to the ASG, does Hertl automatically take his place?",-0.5,neg
2020-01-08 03:15:00,1214748325821370370,"Check out all the results from this past weekends SCVA Invitational!
▫️17-1 🥉Open Bid
▪️17-2 finish 5th USA Bid
▫️1… https://t.co/Vn6Tee4Z5O",-0.125,neg
2020-01-08 03:15:00,1214748172095934465,@wilson_ayy @strangetownies it's true,0.35,pos
2020-01-08 03:15:00,1214748088062996480,PEACE FOR IRAN AND AMERICA.,0.0,neu
2020-01-08 03:15:00,1214747814221074432,@OwaisSadiq4 @mpgarza2012 He is a selfish so called man....,-0.5,neg
2020-01-08 03:15:00,1214747647841468417,@dcsxtaj Iont even write 😂 @trizzyebaby a witness,0.0,neu
2020-01-08 03:15:00,1214747610461769728,Being the only Iranian in a majority white space while all of this was unfolding was....exhausting. I feel drained,-0.13333333333333333,neg
2020-01-08 03:15:00,1214747378026049536,@AmichaiStein1 Is that a good thing? What’s wrong with you?,0.09999999999999998,pos
2020-01-08 03:15:00,1214747349232144384,Is it too late to be watching Christmas movies 🤔,-0.3,neg
2020-01-08 03:10:00,1214747263483822083,Davenport 2020 w/ @reinvbrujv &amp; company. https://t.co/CDM1wmuCjb,0.0,neu
2020-01-08 03:10:00,1214747145707778048,Woobirds out in St. Louis,0.0,neu
2020-01-08 03:10:00,1214747123238916101,@rs_hwfan @93722guy @Xfinity That’s crazy. The only thing is it’s not supposed to be here,-0.3,neg
2020-01-08 03:10:00,1214747096030466049,@CoachLRJ Larry rn https://t.co/yMBLyPYYWe,0.0,neu
2020-01-08 03:10:00,1214746990828912640,@dcsxtaj You’re horrible at this get off twitter,-1.0,neg
2020-01-08 03:10:00,1214746630554963975,@Dutch_SharksFan Some fans are too blinded to understand that something needs to be shaken up cause this ain’t work… https://t.co/VSNx6zCxMF,0.0,neu
2020-01-08 03:10:00,1214746531674243072,Facts!🤣 https://t.co/ndsXrHFcc7,0.0,neu
2020-01-08 03:10:00,1214746499235467268,"@OriginalBayArea Not that there won't be, but there are zero reported casualties currently.",0.0,neu
2020-01-08 03:10:00,1214746484890992642,Takes one to know one! https://t.co/ICMmYtxn0e,0.0,neu
2020-01-08 03:10:00,1214746338421657600,@xcjn_ eat me,0.0,neu
2020-01-08 03:10:00,1214746274508918784,@dcsxtaj Go rap about ice cream,0.0,neu
2020-01-08 03:10:00,1214746254946652160,Does anyone prays for scared Iranian people?,0.0,neu
2020-01-08 03:10:00,1214746157374509056,Whose Ready for my @boxycharm Premium Box #Unboxing !!! Head on over to my channel to see what surprises came in my… https://t.co/z1gqkacJcX,0.2,pos
